ICN,WeaponsList
201009952, IED
201009082,Explosive
201009082, Firebomb/Incendiary
201009082, IED
201010043,Explosive
201010043, IED
201010048,Explosive
201010048, IED
201009923,Explosive
201009923, IED
201009366,Explosive
201009366, IED
201009018,Explosive
201009018, IED
201009356,Fake device
201009356, Firebomb/Incendiary
201009360,Fake device
201009360, Firebomb/Incendiary
201009990,Firearm
201010867,Firearm
201010155,Firearm
201010187,Firearm
201010130,Firearm
201009922,Firearm
201010721,Firearm
201011122,Firearm
201011122, Firebomb/Incendiary
201010618,Firebomb/Incendiary
201010620,Firebomb/Incendiary
201009951,Grenade
201009924,Grenade
201009398,Missile/Rocket
201009396,Missile/Rocket
201009415,Missile/Rocket
201010414,Primitive
201010111,Unknown
201010041,Unknown
201010042,Unknown
201010153,Unknown
201010019,Unknown
201010713,Unknown
201010447,Unknown
201010105,Unknown
201010104,Unknown
201010623,Unknown
201009342,Unknown
201012681,Explosive
201010181,Explosive
201009319,Explosive
201009319, Firearm
201009319, IED
201010738,Explosive
201010738, IED
201009974,Explosive
201009974, IED
201010193,Explosive
201010193, IED
201010144,Explosive
201010144, IED
201010213,Explosive
201010213, IED
201010117,Explosive
201010117, IED
201009353,Explosive
201009353, IED
201009312,Explosive
201009312, IED
201009328,Explosive
201009328, IED
201009220,Explosive
201009220, IED
201009219,Explosive
201009219, IED
201010693,Firearm
201009302,Firearm
201010007,Firearm
201009931,Firearm
201009221,Firearm
201009973,Firearm
201009973, Firebomb/Incendiary
201009444,Firebomb/Incendiary
201009996,Missile/Rocket
201009987,RPG
201010050,Unknown
201010750,Unknown
201010711,Unknown
201009835,Unknown
201009836,Unknown
201010071,Explosive
201010071, IED
201010061,Explosive
201010061, IED
201010714,Explosive
201010714, IED
201010058,Explosive
201010058, IED
201010062,Explosive
201010062, IED
201010146,Explosive
201010146, IED
201010177,Explosive
201010177, IED
201010148,Explosive
201010148, IED
201009932,Firearm
201009930,Firearm
201009222,Firearm
201009979,Firearm
201009979, Grenade
201010114,Firearm
201010114, Other
201011801,Firebomb/Incendiary
201009925,Firebomb/Incendiary
201010175,IED
201010175, Vehicle bomb
201010180,IED
201010180, Vehicle bomb
201009933,Landmine
201009400,Missile/Rocket
201009416,Missile/Rocket
201009401,Missile/Rocket
201010073,Unknown
201010687,Unknown
201010701,Unknown
201010753,Unknown
201009934,Unknown
201009839,Unknown
201010397,Unknown
201010194,Explosive
201010190,Explosive
201010190, Firearm
201010190, IED
201010075,Explosive
201010075, IED
201010284,Explosive
201010284, IED
201010197,Explosive
201010197, IED
201010056,Explosive
201010056, IED
201010056, Unknown
201010293,Firearm
201009935,Firearm
201010196,Firearm
201010195,Firearm
201010726,Firearm
201010726, Grenade
201011802,Firebomb/Incendiary
201009266,Firebomb/Incendiary
201010816,Grenade
201010289,IED
201010289, Vehicle bomb
201010658,Missile/Rocket
201010076,Missile/Rocket
201009417,Missile/Rocket
201010332,Missile/Rocket
201010106,Unknown
201009937,Unknown
201010082,Explosive
201010082, IED
201010079,Explosive
201010079, IED
201010798,Explosive
201010798, IED
201010387,Explosive
201010387, IED
201010295,Explosive
201010295, IED
201010299,Explosive
201010299, IED
201010626,Firearm
201010808,Firearm
201010291,Firearm
201009369,Firearm
201009373,Firearm
201010556,Firearm
201010556, Grenade
201010649,Firearm
201010649, RPG
201009913,Firebomb/Incendiary
201011106,Firebomb/Incendiary
201011854,Firebomb/Incendiary
201010610,Grenade
201010059,IED
201010059, Vehicle bomb
201009403,Missile/Rocket
201010694,Primitive
201010400,Primitive
201010399,Primitive
201010078,Unknown
201009861,Unknown
201010047,Explosive
201010047, IED
201010081,Explosive
201010081, IED
201010116,Explosive
201010116, IED
201010085,Explosive
201010085, IED
201010234,Explosive
201010234, IED
201010115,Explosive
201010115, IED
201010589,Explosive
201010589, IED
201014627,Explosive
201014627, IED
201010303,Explosive
201010303, IED
201010308,Explosive
201010308, IED
201010449,Explosive
201010449, IED
201011264,Explosive
201011264, IED
201010406,Explosive
201010406, IED
201010309,Explosive
201010309, IED
201010374,Explosive
201010374, IED
201010411,Explosive
201010411, IED
201010311,Explosive
201010311, IED
201010305,Explosive
201010305, IED
201010307,Explosive
201010307, IED
201010313,Explosive
201010313, IED
201009989,Explosive
201009989, IED
201010084,Firearm
201010080,Firearm
201010510,Firearm
201010389,Firearm
201010440,Firearm
201010804,Firearm
201010051,IED
201010051, Vehicle bomb
201010183,IED
201010183, Vehicle bomb
201010310,IED
201010310, Vehicle bomb
201009936,Missile/Rocket
201010792,Primitive
201010590,Unknown
201010086,Unknown
201010169,Unknown
201009972,Unknown
201009871,Unknown
201009873,Unknown
201009862,Unknown
201010204,Explosive
201010118,Explosive
201010118, IED
201010803,Explosive
201010803, IED
201010052,Explosive
201010052, IED
201010108,Explosive
201010108, IED
201010594,Explosive
201010594, IED
201010119,Explosive
201010119, IED
201010121,Explosive
201010121, IED
201010632,Explosive
201010632, IED
201010633,Explosive
201010633, IED
201010785,Explosive
201010785, IED
201010519,Explosive
201010519, IED
201010526,Explosive
201010526, IED
201010518,Explosive
201010518, IED
201010548,Explosive
201010548, IED
201010538,Explosive
201010538, IED
201010501,Explosive
201010501, IED
201010976,Explosive
201010976, IED
201010550,Explosive
201010550, IED
201010524,Explosive
201010524, IED
201010974,Explosive
201010974, IED
201010494,Explosive
201010494, IED
201010688,Explosive
201010688, IED
201010053,Explosive
201010053, IED
201010053, Vehicle bomb
201010560,Explosive
201010560, IED
201010560, Vehicle bomb
201010641,Firearm
201010630,Firearm
201010656,Firearm
201010107,Firearm
201010090,Firearm
201010793,Firearm
201010521,Firearm
201011036,Firearm
201011030,Firearm
201010542,Firearm
201010122,Firearm
201010122, Missile/Rocket
201010805,Firearm
201010805, RPG
201010811,Firebomb/Incendiary
201010643,Firebomb/Incendiary
201010611,Firebomb/Incendiary
201011105,Firebomb/Incendiary
201010452,Firebomb/Incendiary
201010452, Unknown
201010788,Firebomb/Incendiary
201010788, Unknown
201010760,Missile/Rocket
201010757,Missile/Rocket
201010120,Missile/Rocket
201010758,Missile/Rocket
201010732,Missile/Rocket
201010756,Missile/Rocket
201010761,Missile/Rocket
201010807,Missile/Rocket
201010603,Missile/Rocket
201010609,RPG
201010170,Unknown
201010767,Unknown
201010742,Unknown
201010763,Unknown
201010776,Unknown
201010770,Unknown
201010779,Unknown
201010775,Unknown
201010796,Unknown
201010769,Unknown
201010746,Unknown
201010744,Unknown
201010772,Unknown
201010812,Unknown
201010791,Unknown
201010802,Unknown
201010778,Unknown
201010730,Unknown
201010800,Unknown
201010780,Unknown
201010799,Unknown
201010748,Unknown
201010638,Unknown
201010801,Unknown
201010773,Unknown
201010813,Unknown
201010777,Unknown
201010774,Unknown
201010810,Unknown
201010797,Unknown
201010771,Unknown
201010729,Unknown
201010795,Unknown
201010766,Unknown
201010622,Unknown
201012372,Unknown
201010712,Unknown
201011808,Explosive
201010931,Explosive
201010128,Explosive
201010128, IED
201010131,Explosive
201010131, IED
201010129,Explosive
201010129, IED
201011283,Explosive
201011283, IED
201011082,Explosive
201011082, IED
201010955,Explosive
201010955, IED
201010551,Explosive
201010551, IED
201011102,Explosive
201011102, IED
201010596,Firearm
201010592,Firearm
201010533,Firearm
201010540,Firearm
201010557,Firearm
201010562,Firearm
201010555,Firearm
201011104,Firearm
201009991,Firearm
201010500,Firearm
201010077,Firearm
201010020,Firearm
201009940,Firearm
201009942,Firearm
201010569,Firearm
201010142,Firearm
201010018,Firearm
201010018, Firebomb/Incendiary
201009949,Firearm
201009949, Firebomb/Incendiary
201010134,Firearm
201010134, Firebomb/Incendiary
201010134, Unknown
201010545,Firebomb/Incendiary
201010543,Firebomb/Incendiary
201010543, Unknown
201009889,Grenade
201010126,IED
201010126, Vehicle bomb
201010065,Primitive
201010546,Primitive
201010143,Primitive
201010593,Unknown
201010587,Unknown
201010165,Unknown
201010168,Explosive
201010168, IED
201010132,Explosive
201010132, IED
201010240,Explosive
201010240, IED
201010665,Explosive
201010665, IED
201010648,Explosive
201010648, IED
201010672,Explosive
201010672, IED
201011097,Explosive
201011097, IED
201010574,Explosive
201010574, IED
201010156,Firearm
201011100,Firearm
201010655,Firearm
201010670,Firearm
201010673,Firearm
201011163,Firearm
201010002,Firearm
201010568,Firearm
201010565,Firearm
201010292,Firearm
201010581,Firearm
201010581, Mortar/Artillery
201010650,IED
201010650, Vehicle bomb
201010520,Primitive
201010647,Primitive
201009867,Unknown
201010282,Explosive
201010595,Explosive
201010595, IED
201010028,Explosive
201010028, IED
201010159,Explosive
201010159, IED
201011251,Explosive
201011251, IED
201011185,Explosive
201011185, IED
201011197,Explosive
201011197, IED
201011176,Explosive
201011176, IED
201010674,Explosive
201010674, IED
201011253,Explosive
201011253, IED
201010011,Explosive
201010011, IED
201010268,Firearm
201010834,Firearm
201010516,Firearm
201011195,Firearm
201010498,Firearm
201009980,Firearm
201009957,Firearm
201010571,Firearm
201010728,Firearm
201010728, IED
201010728, Vehicle bomb
201010591,Firearm
201010591, Mortar/Artillery
201011200,IED
201011200, Vehicle bomb
201011194,Landmine
201010154,Missile/Rocket
201010072,Missile/Rocket
201011810,Primitive
201010167,Unknown
201010586,Unknown
201011109,Explosive
201010817,Explosive
201010379,Explosive
201010379, IED
201010380,Explosive
201010380, IED
201010249,Explosive
201010249, IED
201010499,Explosive
201010499, IED
201010152,Explosive
201010152, IED
201011257,Explosive
201011257, IED
201011203,Explosive
201011203, IED
201010383,Firearm
201011256,Firearm
201010251,Firearm
201010226,Firearm
201010334,Firearm
201011057,Firearm
201010297,Firearm
201010207,Firearm
201010946,Firearm
201010946, Firebomb/Incendiary
201010003,Firearm
201010003, Primitive
201010507,Firebomb/Incendiary
201010662,Firebomb/Incendiary
201010662, Unknown
201011205,IED
201011205, Vehicle bomb
201010225,Landmine
201010045,Other
201010523,Primitive
201010899,Primitive
201010378,RPG
201010671,Unknown
201010511,Unknown
201011060,Unknown
201010843,Explosive
201009975,Explosive
201010306,Explosive
201010306, Firebomb/Incendiary
201010306, IED
201010257,Explosive
201010257, IED
201010258,Explosive
201010258, IED
201010381,Explosive
201010381, IED
201010395,Explosive
201010395, IED
201011231,Explosive
201011231, IED
201011229,Explosive
201011229, IED
201010253,Explosive
201010253, IED
201010341,Explosive
201010341, IED
201010125,Explosive
201010125, IED
201009978,Explosive
201009978, IED
201009978, Other
201010515,Firearm
201010393,Firearm
201010259,Firearm
201010493,Firearm
201011226,Firearm
201011206,Firearm
201011281,Firearm
201010495,Firearm
201010230,Firearm
201010238,Firearm
201010255,Firearm
201011207,Firearm
201010826,Firearm
201010825,Firearm
201010208,Firearm
201009977,Firearm
201010739,Grenade
201011172,Grenade
201011259,Grenade
201012179,Grenade
201011280,Grenade
201010228,Grenade
201010135,Grenade
201010489,IED
201010489, Vehicle bomb
201010316,Landmine
201010384,Toxic
201010740,Unknown
201010462,Unknown
201011061,Unknown
201009866,Unknown
201010628,Unknown
201011244,Explosive
201011244, Firearm
201011244, IED
201011244, Vehicle bomb
201010471,Explosive
201010471, IED
201010513,Explosive
201010513, IED
201011234,Explosive
201011234, IED
201011238,Explosive
201011238, IED
201010241,Explosive
201010241, IED
201010262,Firearm
201010408,Firearm
201010401,Firearm
201010405,Firearm
201011242,Firearm
201011241,Firearm
201011237,Firearm
201011292,Firearm
201010069,Firearm
201010348,Firearm
201010346,Firearm
201010347,Firearm
201010821,Firearm
201010578,Firearm
201010482,Firebomb/Incendiary
201010482, Unknown
201010929,Grenade
201010891,IED
201010891, Landmine
201010690,Missile/Rocket
201010470,Primitive
201009875,Primitive
201010685,Unknown
201010465,Unknown
201009869,Unknown
201009874,Unknown
201010873,Unknown
201010926,Unknown
201010897,Unknown
201010840,Explosive
201010963,Explosive
201010963, Firearm
201010417,Explosive
201010417, Firearm
201010417, IED
201010427,Explosive
201010427, IED
201010476,Explosive
201010476, IED
201010421,Explosive
201010421, IED
201010413,Explosive
201010413, IED
201011287,Explosive
201011287, IED
201011291,Explosive
201011291, IED
201011293,Explosive
201011293, IED
201011295,Explosive
201011295, IED
201011313,Explosive
201011313, IED
201011304,Explosive
201011304, IED
201010327,Explosive
201010327, IED
201010323,Explosive
201010323, IED
201010358,Explosive
201010358, IED
201010431,Firearm
201010404,Firearm
201010433,Firearm
201010708,Firearm
201010469,Firearm
201010472,Firearm
201011302,Firearm
201011308,Firearm
201011314,Firearm
201010271,Firearm
201010243,Firearm
201010267,Firearm
201010324,Firearm
201010265,Firearm
201009943,Firearm
201011890,Firearm
201010312,Firearm
201010205,Firearm
201010203,Firearm
201009982,Firearm
201011822,Firebomb/Incendiary
201011822, Other
201010698,Firebomb/Incendiary
201010698, RPG
201010410,Grenade
201010426,Grenade
201010350,Grenade
201010646,IED
201010646, Vehicle bomb
201010133,IED
201010133, Vehicle bomb
201010270,Landmine
201015023,Missile/Rocket
201010477,Primitive
201010477, Unknown
201010424,Unknown
201010322,Unknown
201010509,Unknown
201010485,Unknown
201010480,Unknown
201010475,Unknown
201010845,Unknown
201010902,Unknown
201011182,Explosive
201011824,Explosive
201010438,Explosive
201010438, IED
201011298,Explosive
201011298, IED
201010275,Explosive
201010275, IED
201010286,Explosive
201010286, IED
201010124,Explosive
201010124, IED
201010428,Firearm
201010453,Firearm
201010279,Firearm
201010246,Firearm
201010329,Firearm
201010283,Grenade
201010247,Grenade
201010823,Grenade
201010823, IED
201010281,IED
201010281, Vehicle bomb
201009929,Missile/Rocket
201011312,Mortar/Artillery
201010505,Primitive
201011066,Unknown
201010677,Unknown
201010846,Unknown
201010847,Unknown
201011167,Unknown
201010901,Unknown
201011180,Explosive
201010244,Explosive
201010244, IED
201010361,Explosive
201010361, IED
201010363,Explosive
201010363, IED
201010367,Explosive
201010367, IED
201010366,Explosive
201010366, IED
201010370,Explosive
201010370, IED
201010409,Explosive
201010409, IED
201010430,Explosive
201010430, IED
201010486,Explosive
201010486, IED
201010335,Explosive
201010335, IED
201010337,Explosive
201010337, IED
201010403,Explosive
201010403, IED
201010371,Explosive
201010371, IED
201010338,Explosive
201010338, IED
201010396,Explosive
201010396, IED
201010532,Explosive
201010532, IED
201010219,Firearm
201010442,Firearm
201010490,Firearm
201010794,Firearm
201010416,Firearm
201010585,Firearm
201010508,Firearm
201010412,Firearm
201011245,Firearm
201010314,Firearm
201010624,Firearm
201010625,Firearm
201010445,Firearm
201010445, Grenade
201011187,Grenade
201010448,Grenade
201010340,IED
201010340, Vehicle bomb
201010653,Missile/Rocket
201010654,Missile/Rocket
201010989,Mortar/Artillery
201010260,Primitive
201011005,Unknown
201011009,Unknown
201010859,Unknown
201010848,Unknown
201011166,Unknown
201011827,Explosive
201010315,Explosive
201010529,Explosive
201010529, IED
201010539,Explosive
201010539, IED
201010454,Explosive
201010454, IED
201010010,Explosive
201010010, IED
201010174,Explosive
201010174, IED
201010254,Firearm
201010394,Firearm
201010481,Firearm
201010491,Firearm
201010422,Firearm
201010492,Firearm
201010171,Firearm
201010528,Firearm
201010172,Firearm
201010250,Firearm
201010250, IED
201010250, Vehicle bomb
201010402,Firearm
201010402, Unknown
201010446,Firebomb/Incendiary
201010446, Primitive
201011191,Grenade
201011188,Grenade
201010451,Grenade
201010474,Grenade
201010468,Grenade
201010467,Grenade
201010320,Toxic
201011006,Unknown
201010388,Unknown
201011008,Unknown
201011171,Unknown
201010849,Unknown
201010349,Explosive
201010349, IED
201010716,Explosive
201010716, IED
201010564,Explosive
201010564, IED
201010582,Explosive
201010582, IED
201010527,Explosive
201010527, IED
201010621,Explosive
201010621, IED
201010583,Firearm
201010570,Firearm
201010707,Firearm
201010012,Firearm
201010356,Firearm
201010353,Firearm
201010473,Firearm
201010644,Firearm
201010642,Firearm
201010985,Firearm
201010985, Mortar/Artillery
201010386,Firebomb/Incendiary
201010386, Primitive
201011201,Grenade
201011193,Grenade
201011196,Grenade
201010576,IED
201010576, Vehicle bomb
201010572,IED
201010572, Vehicle bomb
201010652,Missile/Rocket
201010577,Missile/Rocket
201010664,Mortar/Artillery
201010666,Mortar/Artillery
201011113,Primitive
201011042,Unknown
201010407,Unknown
201011165,Unknown
201011164,Unknown
201010263,Explosive
201010263, IED
201010330,Explosive
201010330, IED
201010789,Explosive
201010789, IED
201010781,Explosive
201010781, IED
201010719,Explosive
201010719, IED
201010860,Explosive
201010860, IED
201010478,Explosive
201010478, IED
201010429,Explosive
201010429, IED
201010496,Explosive
201010496, IED
201010278,Firearm
201010362,Firearm
201010819,Firearm
201010088,Firearm
201010547,Firearm
201010547, Grenade
201011297,Firearm
201011297, Mortar/Artillery
201010919,Firebomb/Incendiary
201010919, Other
201011199,Grenade
201010864,Grenade
201010784,Grenade
201010087,Grenade
201010287,Missile/Rocket
201010331,Missile/Rocket
201010809,Missile/Rocket
201010352,Unknown
201010274,Unknown
201010264,Unknown
201010198,Unknown
201010487,Unknown
201010525,Unknown
201010851,Unknown
201010517,Explosive
201010517, Firearm
201010517, IED
201010517, Missile/Rocket
201010285,Explosive
201010285, IED
201010296,Explosive
201010296, IED
201010896,Explosive
201010896, IED
201010900,Explosive
201010900, IED
201010895,Explosive
201010895, IED
201009956,Explosive
201009956, IED
201010437,Explosive
201010437, IED
201010390,Firearm
201010294,Firearm
201010364,Firearm
201010534,Firearm
201010441,Firearm
201010535,Firearm
201010479,Firearm
201010544,Firearm
201010089,Firearm
201010345,Firearm
201010345, Unknown
201010382,Firebomb/Incendiary
201011350,Firebomb/Incendiary
201011353,Grenade
201010865,IED
201010865, Vehicle bomb
201010661,Missile/Rocket
201011043,Unknown
201010300,Unknown
201010298,Unknown
201010351,Unknown
201010354,Unknown
201010852,Unknown
201010870,Unknown
201010961,Explosive
201010961, IED
201010858,Explosive
201010858, IED
201010962,Explosive
201010962, IED
201010842,Explosive
201010842, IED
201010830,Explosive
201010830, IED
201010841,Explosive
201010841, IED
201010925,Explosive
201010925, IED
201010827,Explosive
201010827, IED
201010828,Explosive
201010828, IED
201010372,Explosive
201010372, IED
201010907,Explosive
201010907, IED
201010907, Vehicle bomb
201010163,Firearm
201010921,Firearm
201010924,Firearm
201010868,Firearm
201011284,Firearm
201010631,Firearm
201010162,Firearm
201010162, Grenade
201010375,Firearm
201010375, Grenade
201011315,Firearm
201011315, Mortar/Artillery
201011115,Firebomb/Incendiary
201011228,Grenade
201010906,Landmine
201010908,Missile/Rocket
201010903,Missile/Rocket
201011119,Missile/Rocket
201010922,Missile/Rocket
201010659,Mortar/Artillery
201010923,Mortar/Artillery
201011497,Primitive
201011054,Unknown
201010904,Unknown
201011246,Unknown
201010854,Unknown
201010218,Explosive
201010640,Explosive
201010522,Explosive
201011014,Explosive
201011014, IED
201011035,Explosive
201011035, IED
201010905,Explosive
201010905, IED
201010914,Explosive
201010914, IED
201011095,Explosive
201011095, IED
201011047,Explosive
201011047, IED
201011048,Explosive
201011048, IED
201011013,Explosive
201011013, IED
201010829,Explosive
201010829, IED
201010977,Explosive
201010977, IED
201011091,Explosive
201011091, IED
201011038,Explosive
201011038, IED
201011096,Explosive
201011096, IED
201011088,Explosive
201011088, IED
201011086,Explosive
201011086, IED
201011261,Explosive
201011261, IED
201010947,Explosive
201010947, IED
201010936,Explosive
201010936, IED
201010928,Explosive
201010928, IED
201010930,Explosive
201010930, IED
201010933,Explosive
201010933, IED
201010939,Explosive
201010939, IED
201010934,Explosive
201010934, IED
201010932,Explosive
201010932, IED
201010935,Explosive
201010935, IED
201010938,Explosive
201010938, IED
201010937,Explosive
201010937, IED
201010874,Explosive
201010874, IED
201010497,Explosive
201010497, IED
201011085,Firearm
201011092,Firearm
201011118,Firearm
201011116,Firearm
201011123,Firearm
201011017,Firearm
201011080,Firearm
201011098,Firearm
201011087,Firearm
201011027,Firearm
201011023,Firearm
201010182,Firearm
201011029,Firearm
201011029, RPG
201011369,Firebomb/Incendiary
201010376,Grenade
201010979,IED
201010979, Vehicle bomb
201011089,Missile/Rocket
201010910,Missile/Rocket
201011018,Missile/Rocket
201011076,Missile/Rocket
201011040,Missile/Rocket
201011079,Missile/Rocket
201011151,Mortar/Artillery
201011150,Mortar/Artillery
201011154,Mortar/Artillery
201011153,Mortar/Artillery
201011152,Mortar/Artillery
201011149,Mortar/Artillery
201011072,Mortar/Artillery
201011004,Primitive
201011148,Unknown
201011128,Unknown
201011053,Unknown
201011135,Unknown
201011074,Unknown
201011021,Unknown
201011125,Unknown
201011081,Unknown
201011059,Unknown
201011024,Unknown
201011075,Unknown
201011140,Unknown
201011126,Unknown
201011025,Unknown
201011058,Unknown
201011068,Unknown
201011144,Unknown
201011028,Unknown
201011147,Unknown
201011062,Unknown
201011084,Unknown
201011039,Unknown
201011063,Unknown
201010200,Unknown
201010855,Unknown
201011254,Unknown
201011352,Unknown
201011351,Unknown
201011832,Explosive
201010304,Explosive
201010304, Firearm
201010917,Explosive
201010917, IED
201011007,Explosive
201011007, IED
201010916,Explosive
201010916, IED
201011011,Explosive
201011011, IED
201010355,Explosive
201010355, IED
201010957,Explosive
201010957, IED
201011093,Firearm
201011099,Firearm
201010206,Firearm
201010210,Firearm
201010992,Firearm
201010831,Firearm
201010844,Firearm
201010832,Firearm
201010434,Firearm
201011271,Firearm
201010276,Firearm
201010276, Grenade
201010536,Firearm
201010536, Primitive
201011090,Firearm
201011090, RPG
201010242,Firearm
201010242, Unknown
201010245,Firebomb/Incendiary
201010940,Firebomb/Incendiary
201010940, Unknown
201011248,Firebomb/Incendiary
201011248, Unknown
201010960,Grenade
201010913,Landmine
201010911,Missile/Rocket
201011159,Mortar/Artillery
201011156,Mortar/Artillery
201011145,Unknown
201011136,Unknown
201011130,Unknown
201011141,Unknown
201011120,Unknown
201010212,Unknown
201010266,Unknown
201010856,Unknown
201011010,Explosive
201011010, IED
201011012,Explosive
201011012, IED
201010942,Explosive
201010942, IED
201011002,Explosive
201011002, IED
201010956,Explosive
201010956, IED
201010918,Explosive
201010918, IED
201010954,Explosive
201010954, IED
201010958,Explosive
201010958, IED
201011003,Explosive
201011003, IED
201010994,Explosive
201010994, IED
201011192,Explosive
201011192, IED
201011110,Explosive
201011110, IED
201010996,Explosive
201010996, IED
201011103,Explosive
201011103, IED
201010990,Explosive
201010990, IED
201011111,Explosive
201011111, IED
201010995,Explosive
201010995, IED
201011189,Explosive
201011189, IED
201011108,Explosive
201011108, IED
201010850,Explosive
201010850, IED
201010488,Explosive
201010488, IED
201010969,Firearm
201011094,Firearm
201011267,Firearm
201010272,Firearm
201011052,Firearm
201010988,Firearm
201010559,Firearm
201010288,Firearm
201010288, Firebomb/Incendiary
201010549,Firearm
201010549, Firebomb/Incendiary
201010450,Firearm
201010450, Grenade
201010256,Firearm
201010256, Primitive
201010579,Firebomb/Incendiary
201011843,Firebomb/Incendiary
201011835,Firebomb/Incendiary
201011232,Grenade
201011235,Grenade
201010537,IED
201010537, Letter Bomb
201011697,Landmine
201011077,Missile/Rocket
201010998,Missile/Rocket
201011157,Mortar/Artillery
201011160,Mortar/Artillery
201010669,Mortar/Artillery
201010668,Mortar/Artillery
201010943,Primitive
201010941,Unknown
201011142,Unknown
201011138,Unknown
201011131,Unknown
201010248,Unknown
201010857,Unknown
201011848,Explosive
201010458,Explosive
201010444,Explosive
201011400,Explosive
201010966,Explosive
201010966, IED
201011186,Explosive
201011186, IED
201011184,Explosive
201011184, IED
201011202,Explosive
201011202, IED
201010833,Explosive
201010833, IED
201010835,Explosive
201010835, IED
201010506,Explosive
201010506, IED
201010944,Firearm
201010971,Firearm
201011112,Firearm
201010838,Firearm
201010876,Firearm
201010875,Firearm
201010435,Firearm
201010443,Firearm
201011463,Firearm
201010882,Firearm
201010890,Firearm
201010580,Firearm
201010580, Firebomb/Incendiary
201010970,Firebomb/Incendiary
201010463,Firebomb/Incendiary
201011158,Mortar/Artillery
201011161,Mortar/Artillery
201011143,Unknown
201010973,Unknown
201011132,Unknown
201011139,Unknown
201011071,Unknown
201010678,Explosive
201010715,Explosive
201010456,Explosive
201010457,Explosive
201010959,Explosive
201010959, IED
201010948,Explosive
201010948, IED
201010952,Explosive
201010952, IED
201011198,Explosive
201011198, IED
201011233,Explosive
201011233, IED
201010853,Explosive
201010853, IED
201010945,Firearm
201011121,Firearm
201010949,Firearm
201010968,Firearm
201010605,Firearm
201010385,Firearm
201010232,Firearm
201011365,Firearm
201011250,Firearm
201010877,Firearm
201011394,Firearm
201011457,Firearm
201011456,Firearm
201010575,Firearm
201010575, Grenade
201010953,Firebomb/Incendiary
201010965,Firebomb/Incendiary
201011078,Firebomb/Incendiary
201011399,Firebomb/Incendiary
201011399, Unknown
201011258,Grenade
201010964,IED
201010964, Vehicle bomb
201010237,Landmine
201011133,Unknown
201011073,Unknown
201011943,Unknown
201010599,Explosive
201010599, IED
201010615,Explosive
201010615, IED
201011064,Explosive
201011064, IED
201011045,Explosive
201011045, IED
201010617,Explosive
201010617, IED
201011252,Explosive
201011252, IED
201011230,Explosive
201011230, IED
201011227,Explosive
201011227, IED
201011269,Explosive
201011269, IED
201011177,Explosive
201011177, IED
201010598,Firearm
201010597,Firearm
201010645,Firearm
201010601,Firearm
201010660,Firearm
201010691,Firearm
201011239,Firearm
201011236,Firearm
201010806,Firearm
201010483,Firearm
201011209,Firearm
201011211,Firearm
201011217,Firearm
201011212,Firearm
201011210,Firearm
201011407,Grenade
201011219,Grenade
201011216,IED
201011216, Landmine
201010514,IED
201010514, Vehicle bomb
201011454,Mortar/Artillery
201010866,Primitive
201010866, Unknown
201010898,RPG
201011134,Unknown
201011349,Unknown
201011214,Unknown
201010863,Unknown
201011485,Unknown
201010460,Explosive
201010663,Explosive
201010663, IED
201010616,Explosive
201010616, IED
201010639,Explosive
201010639, IED
201010680,Explosive
201010680, IED
201010637,Explosive
201010637, IED
201010679,Explosive
201010679, IED
201010786,Explosive
201010786, IED
201011273,Explosive
201011273, IED
201011286,Explosive
201011286, IED
201011266,Explosive
201011266, IED
201011282,Explosive
201011282, IED
201011268,Explosive
201011268, IED
201011270,Explosive
201011270, IED
201011170,Explosive
201011170, IED
201010503,Explosive
201010503, IED
201010651,Firearm
201010787,Firearm
201011408,Firearm
201010702,Firearm
201011183,Firearm
201011179,Firearm
201011499,Firearm
201010619,Firearm
201010619, Firebomb/Incendiary
201010636,Firearm
201010636, Missile/Rocket
201011492,Firearm
201011492, Mortar/Artillery
201011178,Firearm
201011178, Primitive
201010392,Firebomb/Incendiary
201011852,Firebomb/Incendiary
201010888,Firebomb/Incendiary
201011389,Firebomb/Incendiary
201011389, Unknown
201011409,Grenade
201011069,Mortar/Artillery
201011181,Mortar/Artillery
201011519,Primitive
201010681,Unknown
201010754,Unknown
201010700,Unknown
201010869,Unknown
201010530,Explosive
201010709,Explosive
201010709, IED
201010752,Explosive
201010752, IED
201010676,Explosive
201010676, IED
201010657,Explosive
201010657, IED
201010893,Explosive
201010893, IED
201010723,Explosive
201010723, IED
201011289,Explosive
201011289, IED
201011309,Explosive
201011309, IED
201011317,Explosive
201011317, IED
201011294,Explosive
201011294, IED
201010759,Firearm
201010667,Firearm
201011316,Firearm
201011305,Firearm
201011288,Firearm
201011311,Firearm
201011221,Firearm
201010461,Firearm
201011501,Firearm
201011495,Firearm
201010720,Firearm
201010720, Unknown
201010747,Firearm
201010747, Unknown
201011853,Grenade
201011300,IED
201011300, Vehicle bomb
201011301,Mortar/Artillery
201011310,Primitive
201011520,Primitive
201010749,Unknown
201011070,Unknown
201011779,Explosive
201011173,Explosive
201011173, Firearm
201011173, Grenade
201011173, IED
201011343,Explosive
201011343, Firearm
201011343, IED
201010686,Explosive
201010686, IED
201010689,Explosive
201010689, IED
201011613,Explosive
201011613, IED
201010765,Explosive
201010765, IED
201011055,Explosive
201011055, IED
201010762,Explosive
201010762, IED
201010682,Explosive
201010682, IED
201011344,Explosive
201011344, IED
